company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,return_on_assets_pct,return_on_capital_employed_pct,quality_score,quality_rank
ITC,2022.0,25.563525434908072,34.00610108005606,24.822672324073334,0.003986870546793691,375.55,0.7855976993626613,20.082646769262656,0.0,70.46884452824406,12.0
EICHERMOT,2018.0,21.862799776910204,31.3329615170106,27.880512091038405,0.021479374110953058,669.0,0.9415038857382902,20.583910943079182,0.0,70.3272228110278,11.0
HEROMOTOCO,2016.0,10.935797870471237,84.45373721755631,35.22752999773602,0.026262168892913742,57.12351543942993,2.2066532258064515,24.13151364764268,0.0,70.29484151584994,18.0
HEROMOTOCO,2017.0,12.394267738552953,83.9741349178609,34.373788290034895,0.025300504071345483,28.965060240963854,1.8684691745036572,23.15830721003135,0.0,69.9263632386192,10.0
LTIM,2019.0,16.049121321194157,19.934363751852636,30.983036991620683,0.0,198.63636363636363,1.4174669867947178,22.749099639855945,0.0,69.78125795267079,13.0
POWERGRID,2022.0,40.420931238287444,86.07467204843591,22.065130431361236,1.7665744226002336,5.042060726729717,0.16585774058577407,6.70412432755529,0.0,69.19018599720397,13.0
JIOFIN,2023.0,68.88888888888889,86.66666666666667,0.027164388363126533,0.006510690501226779,,0.00039154267815191856,0.0269729400504655,0.0,68.94302621730247,13.0
TRENT,2024.0,11.935353535353535,15.927272727272726,36.30776794493609,0.4309242871189774,8.043478260869565,1.7278693102485339,20.622731080703712,0.0,68.86585256099335,16.0
TECHM,2014.0,16.28550154238911,22.189128816083397,33.34785449793073,0.03953387061642344,55.2,1.1795483061480552,19.209535759096614,0.0,68.84289179941646,16.0
ADANIPORTS,2016.0,40.17442678295119,64.38317625545083,21.147723065531284,1.6543502406516104,4.72153024911032,0.18520255308063047,7.44040640875342,0.0,68.7625562572359,19.0
INFY,2013.0,23.366871530531323,28.59337827121332,24.81707638048113,0.0,2780.6,0.8720043219881145,20.376012965964343,0.0,68.5599608769768,17.0
